C0-IV (42634 genes)	C1-IV (41276 genes)
TRINITY_DN19455_c0_g1_i1	TRINITY_DN19478_c0_g1_i2
TRINITY_DN19455_c0_g1_i7	TRINITY_DN19478_c0_g1_i3
TRINITY_DN19460_c0_g1_i1	TRINITY_DN19478_c0_g1_i6
TRINITY_DN19462_c0_g2_i1	TRINITY_DN19478_c0_g1_i7
TRINITY_DN194643_c0_g1_i1	TRINITY_DN1947_c0_g1_i2
TRINITY_DN194666_c0_g2_i1	TRINITY_DN1947_c0_g1_i7
TRINITY_DN19466_c0_g1_i1	TRINITY_DN1947_c0_g2_i1
TRINITY_DN1946_c1_g1_i2	TRINITY_DN194802_c0_g1_i1
TRINITY_DN1946_c1_g1_i5	TRINITY_DN194817_c0_g2_i1
TRINITY_DN1946_c1_g2_i1	TRINITY_DN194858_c0_g1_i1
TRINITY_DN1946_c1_g2_i15	TRINITY_DN194872_c0_g2_i1
TRINITY_DN1946_c1_g2_i9	TRINITY_DN194879_c0_g1_i1
TRINITY_DN19470_c0_g1_i4	TRINITY_DN194880_c0_g1_i1
TRINITY_DN19473_c0_g1_i1	TRINITY_DN19488_c0_g1_i2
TRINITY_DN19474_c0_g1_i2	TRINITY_DN194890_c0_g1_i1
TRINITY_DN19474_c0_g1_i3	TRINITY_DN19489_c1_g1_i1
TRINITY_DN19478_c0_g2_i1	TRINITY_DN19490_c1_g3_i1
TRINITY_DN194791_c0_g1_i2	TRINITY_DN19491_c0_g1_i1
TRINITY_DN19479_c0_g1_i1	TRINITY_DN194923_c0_g1_i1
TRINITY_DN1947_c0_g1_i4	TRINITY_DN194928_c0_g1_i1
TRINITY_DN194814_c0_g2_i1	TRINITY_DN19492_c0_g1_i1
TRINITY_DN19482_c0_g1_i1	TRINITY_DN194932_c0_g1_i1
TRINITY_DN194891_c0_g1_i1	TRINITY_DN19496_c0_g1_i2
TRINITY_DN1948_c0_g1_i1	TRINITY_DN194975_c0_g2_i1
TRINITY_DN19490_c1_g2_i1	TRINITY_DN194991_c0_g1_i1
TRINITY_DN194910_c0_g1_i1	TRINITY_DN19499_c0_g1_i1
TRINITY_DN194912_c0_g1_i1	TRINITY_DN1949_c0_g1_i3
TRINITY_DN19491_c0_g1_i3	TRINITY_DN194_c0_g1_i1
TRINITY_DN19493_c0_g1_i1	TRINITY_DN194_c2_g2_i2
TRINITY_DN19498_c0_g1_i5	TRINITY_DN194_c2_g2_i4
TRINITY_DN194992_c0_g1_i1	TRINITY_DN19500_c0_g1_i1
TRINITY_DN1949_c0_g1_i2	TRINITY_DN195019_c0_g1_i1
TRINITY_DN1949_c0_g1_i5	TRINITY_DN195021_c0_g1_i1
TRINITY_DN1949_c0_g2_i1	TRINITY_DN19502_c0_g2_i3
TRINITY_DN194_c15_g1_i1	TRINITY_DN19502_c1_g1_i1
TRINITY_DN194_c1_g1_i3	TRINITY_DN19504_c0_g1_i5
TRINITY_DN194_c1_g1_i4	TRINITY_DN19504_c1_g1_i6
TRINITY_DN194_c1_g3_i1	TRINITY_DN19505_c0_g1_i1
TRINITY_DN194_c2_g2_i5	TRINITY_DN19507_c0_g1_i1
TRINITY_DN194_c3_g1_i1	TRINITY_DN19508_c0_g1_i2
TRINITY_DN195013_c0_g1_i1	TRINITY_DN19508_c1_g1_i2
TRINITY_DN19502_c0_g2_i1	TRINITY_DN19508_c1_g1_i5
TRINITY_DN19502_c0_g2_i2	TRINITY_DN1950_c0_g1_i7
TRINITY_DN19504_c0_g1_i4	TRINITY_DN1950_c1_g1_i1
TRINITY_DN19504_c1_g1_i3	TRINITY_DN1950_c1_g1_i5
TRINITY_DN19505_c0_g1_i2	TRINITY_DN1950_c1_g2_i1
TRINITY_DN19508_c1_g1_i3	TRINITY_DN1950_c1_g2_i3
TRINITY_DN19508_c1_g1_i7	TRINITY_DN1950_c3_g1_i2
TRINITY_DN1950_c0_g1_i10	TRINITY_DN19510_c0_g1_i2
TRINITY_DN1950_c0_g1_i6	TRINITY_DN195118_c0_g1_i1
TRINITY_DN1950_c1_g1_i4	TRINITY_DN19511_c0_g1_i1
TRINITY_DN1950_c1_g1_i6	TRINITY_DN19511_c1_g1_i1
TRINITY_DN1950_c2_g1_i1	TRINITY_DN195125_c0_g1_i1
TRINITY_DN1950_c3_g1_i1	TRINITY_DN19514_c0_g1_i2
TRINITY_DN1950_c3_g1_i3	TRINITY_DN19514_c0_g2_i2
TRINITY_DN19511_c1_g1_i2	TRINITY_DN19514_c1_g1_i3
TRINITY_DN19511_c1_g3_i1	TRINITY_DN19514_c5_g1_i1
TRINITY_DN19514_c1_g1_i1	TRINITY_DN19519_c0_g1_i1
TRINITY_DN19514_c2_g1_i1	TRINITY_DN19519_c0_g4_i2
TRINITY_DN1951_c0_g1_i4	TRINITY_DN1951_c0_g1_i1
TRINITY_DN1951_c0_g1_i6	TRINITY_DN1951_c0_g1_i13
TRINITY_DN1951_c0_g1_i9	TRINITY_DN1951_c0_g1_i3
TRINITY_DN1951_c2_g1_i1	TRINITY_DN195216_c1_g1_i1
TRINITY_DN19520_c0_g1_i3	TRINITY_DN195216_c2_g1_i1
TRINITY_DN19522_c0_g2_i1	TRINITY_DN19521_c0_g1_i1
TRINITY_DN195241_c0_g1_i1	TRINITY_DN19521_c0_g1_i2
TRINITY_DN195258_c0_g1_i1	TRINITY_DN19522_c0_g1_i1
TRINITY_DN19525_c0_g1_i1	TRINITY_DN19524_c0_g1_i1
TRINITY_DN19525_c0_g2_i1	TRINITY_DN195257_c0_g2_i1
TRINITY_DN19525_c0_g2_i2	TRINITY_DN19526_c0_g1_i2
TRINITY_DN1952_c0_g1_i2	TRINITY_DN195278_c0_g1_i1
TRINITY_DN1952_c0_g1_i6	TRINITY_DN1952_c0_g2_i1
TRINITY_DN1952_c1_g1_i5	TRINITY_DN1952_c1_g1_i1
TRINITY_DN1952_c1_g1_i6	TRINITY_DN1952_c1_g1_i2
TRINITY_DN1952_c1_g1_i7	TRINITY_DN1952_c3_g2_i1
TRINITY_DN1952_c2_g2_i1	TRINITY_DN1952_c4_g1_i1
TRINITY_DN1952_c3_g1_i1	TRINITY_DN1952_c4_g1_i10
TRINITY_DN1952_c4_g1_i2	TRINITY_DN1952_c4_g1_i9
TRINITY_DN1952_c4_g1_i3	TRINITY_DN1952_c4_g2_i1
TRINITY_DN1952_c4_g1_i4	TRINITY_DN1952_c4_g4_i1
TRINITY_DN1952_c4_g1_i5	TRINITY_DN19533_c2_g1_i1
TRINITY_DN1952_c4_g1_i7	TRINITY_DN19534_c0_g2_i3
TRINITY_DN1952_c4_g1_i8	TRINITY_DN19535_c0_g2_i9
TRINITY_DN1952_c4_g3_i1	TRINITY_DN195361_c0_g1_i1
TRINITY_DN1952_c4_g5_i2	TRINITY_DN195368_c0_g2_i1
TRINITY_DN19530_c0_g1_i1	TRINITY_DN19536_c0_g4_i1
TRINITY_DN19533_c0_g1_i1	TRINITY_DN195390_c0_g1_i1
TRINITY_DN19533_c0_g1_i3	TRINITY_DN195396_c0_g1_i1
TRINITY_DN19533_c0_g1_i5	TRINITY_DN19539_c0_g2_i2
TRINITY_DN19533_c0_g1_i8	TRINITY_DN195409_c0_g1_i1
TRINITY_DN19533_c2_g1_i3	TRINITY_DN195414_c0_g1_i1
TRINITY_DN19536_c0_g1_i7	TRINITY_DN19541_c1_g1_i2
TRINITY_DN19536_c0_g2_i1	TRINITY_DN19541_c3_g2_i1
TRINITY_DN1953_c0_g1_i1	TRINITY_DN19541_c6_g1_i1
TRINITY_DN19540_c0_g1_i2	TRINITY_DN195436_c0_g3_i1
TRINITY_DN19541_c0_g3_i1	TRINITY_DN195436_c0_g3_i3
TRINITY_DN195436_c0_g1_i1	TRINITY_DN19543_c0_g3_i1
TRINITY_DN19543_c0_g1_i1	TRINITY_DN195440_c0_g1_i1
TRINITY_DN195475_c0_g1_i1	TRINITY_DN19545_c1_g2_i1
TRINITY_DN19548_c0_g3_i3	TRINITY_DN19548_c0_g3_i1
TRINITY_DN1954_c15_g1_i1	TRINITY_DN1954_c0_g1_i2
TRINITY_DN1954_c1_g1_i4	TRINITY_DN1954_c0_g1_i4
TRINITY_DN1954_c3_g1_i4	TRINITY_DN1954_c0_g1_i5
TRINITY_DN19551_c0_g1_i1	TRINITY_DN1954_c0_g2_i17
TRINITY_DN19551_c0_g1_i2	TRINITY_DN1954_c0_g2_i26
TRINITY_DN19552_c0_g1_i2	TRINITY_DN1954_c0_g2_i33
TRINITY_DN19554_c0_g1_i1	TRINITY_DN1954_c0_g2_i35
TRINITY_DN19554_c1_g1_i1	TRINITY_DN1954_c0_g2_i8
TRINITY_DN19554_c2_g1_i2	TRINITY_DN1954_c0_g3_i1
TRINITY_DN19555_c0_g2_i1	TRINITY_DN1954_c1_g1_i1
TRINITY_DN19556_c0_g1_i1	TRINITY_DN1954_c3_g1_i6
TRINITY_DN19556_c0_g1_i7	TRINITY_DN195506_c0_g1_i1
TRINITY_DN195583_c0_g2_i2	TRINITY_DN195535_c0_g1_i1
TRINITY_DN19559_c0_g1_i1	TRINITY_DN195541_c0_g1_i1
TRINITY_DN19559_c0_g2_i1	TRINITY_DN19555_c0_g1_i1
TRINITY_DN1955_c0_g1_i1	TRINITY_DN19555_c0_g3_i1
TRINITY_DN1955_c0_g3_i1	TRINITY_DN195568_c1_g1_i1
TRINITY_DN1955_c1_g1_i2	TRINITY_DN19559_c1_g1_i2
TRINITY_DN1955_c3_g1_i1	TRINITY_DN19559_c4_g1_i1
TRINITY_DN195622_c0_g1_i1	TRINITY_DN19559_c4_g2_i1
TRINITY_DN19562_c0_g1_i4	TRINITY_DN1955_c0_g1_i2
TRINITY_DN19562_c0_g1_i6	TRINITY_DN1955_c0_g2_i1
TRINITY_DN19564_c0_g1_i1	TRINITY_DN1955_c2_g1_i4
TRINITY_DN19568_c0_g2_i1	TRINITY_DN195613_c0_g1_i1
TRINITY_DN19568_c0_g3_i4	TRINITY_DN19565_c0_g1_i5
TRINITY_DN1956_c0_g1_i1	TRINITY_DN19565_c1_g1_i1
TRINITY_DN1956_c0_g2_i1	TRINITY_DN195663_c0_g1_i1
TRINITY_DN1956_c0_g3_i1	TRINITY_DN19567_c0_g1_i3
TRINITY_DN1956_c0_g4_i1	TRINITY_DN19568_c0_g3_i3
TRINITY_DN1956_c0_g4_i2	TRINITY_DN19569_c0_g1_i1
TRINITY_DN1956_c0_g5_i2	TRINITY_DN195706_c0_g1_i1
TRINITY_DN19570_c2_g1_i1	TRINITY_DN19570_c0_g1_i5
TRINITY_DN19572_c1_g1_i1	TRINITY_DN19574_c0_g1_i5
TRINITY_DN195735_c0_g1_i1	TRINITY_DN195754_c0_g1_i1
TRINITY_DN19574_c0_g1_i1	TRINITY_DN19575_c0_g1_i1
TRINITY_DN19576_c1_g2_i1	TRINITY_DN19576_c0_g1_i1
TRINITY_DN195792_c0_g1_i2	TRINITY_DN19576_c0_g2_i1
TRINITY_DN195807_c0_g1_i1	TRINITY_DN19576_c1_g1_i1
TRINITY_DN19580_c0_g1_i1	TRINITY_DN195785_c0_g1_i1
TRINITY_DN19580_c0_g1_i4	TRINITY_DN19579_c0_g2_i6
TRINITY_DN19580_c0_g1_i5	TRINITY_DN1957_c0_g1_i5
TRINITY_DN19580_c0_g2_i1	TRINITY_DN19580_c0_g2_i2
TRINITY_DN19580_c1_g1_i1	TRINITY_DN19580_c0_g3_i2
TRINITY_DN19581_c0_g1_i1	TRINITY_DN19582_c0_g1_i6
TRINITY_DN19582_c0_g1_i7	TRINITY_DN19582_c1_g1_i1
TRINITY_DN19585_c0_g2_i2	TRINITY_DN195830_c0_g1_i1
TRINITY_DN19585_c0_g2_i5	TRINITY_DN19583_c0_g1_i1
TRINITY_DN195873_c0_g1_i1	TRINITY_DN19585_c0_g2_i3
TRINITY_DN19587_c0_g1_i3	TRINITY_DN19585_c0_g4_i1
TRINITY_DN19587_c0_g1_i4	TRINITY_DN195868_c0_g1_i1
TRINITY_DN195885_c0_g2_i1	TRINITY_DN19590_c0_g1_i3
TRINITY_DN195906_c0_g1_i2	TRINITY_DN19593_c0_g1_i1
TRINITY_DN19590_c0_g1_i7	TRINITY_DN19595_c0_g1_i1
TRINITY_DN19591_c0_g1_i3	TRINITY_DN19597_c0_g2_i3
TRINITY_DN19591_c0_g3_i1	TRINITY_DN19599_c0_g2_i1
TRINITY_DN19592_c0_g1_i1	TRINITY_DN1959_c0_g1_i1
TRINITY_DN195974_c0_g1_i1	TRINITY_DN195_c0_g1_i9
TRINITY_DN19598_c0_g1_i1	TRINITY_DN195_c2_g1_i1
TRINITY_DN19599_c1_g1_i2	TRINITY_DN196001_c0_g1_i1
TRINITY_DN19599_c2_g1_i4	TRINITY_DN1960_c0_g1_i6
TRINITY_DN1959_c0_g1_i2	TRINITY_DN1960_c0_g1_i9
TRINITY_DN1959_c1_g1_i1	TRINITY_DN19613_c0_g1_i5
TRINITY_DN1959_c5_g1_i1	TRINITY_DN19613_c0_g1_i6
TRINITY_DN195_c0_g1_i8	TRINITY_DN196162_c0_g1_i1
TRINITY_DN19600_c0_g1_i2	TRINITY_DN19617_c0_g1_i23
TRINITY_DN196047_c0_g1_i2	TRINITY_DN19617_c0_g1_i24
TRINITY_DN19604_c0_g1_i1	TRINITY_DN1961_c0_g1_i2
TRINITY_DN196064_c0_g1_i1	TRINITY_DN196207_c0_g1_i1
TRINITY_DN19607_c0_g1_i4	TRINITY_DN196227_c0_g1_i1
TRINITY_DN19607_c0_g1_i6	TRINITY_DN196227_c0_g1_i3
TRINITY_DN196097_c0_g1_i1	TRINITY_DN196232_c0_g1_i1
TRINITY_DN1960_c0_g1_i2	TRINITY_DN19623_c0_g1_i2
TRINITY_DN196111_c0_g2_i1	TRINITY_DN19623_c0_g1_i3
TRINITY_DN19612_c0_g1_i1	TRINITY_DN19623_c0_g1_i4
TRINITY_DN19613_c0_g1_i3	TRINITY_DN19623_c0_g1_i7
TRINITY_DN19616_c0_g1_i1	TRINITY_DN19624_c0_g1_i1
TRINITY_DN19617_c0_g1_i15	TRINITY_DN19625_c0_g1_i1
TRINITY_DN19617_c0_g1_i21	TRINITY_DN19627_c0_g1_i1
TRINITY_DN19617_c0_g1_i22	TRINITY_DN19628_c1_g1_i8
TRINITY_DN19617_c0_g1_i34	TRINITY_DN1962_c1_g6_i4
TRINITY_DN19617_c0_g1_i6	TRINITY_DN1962_c1_g6_i5
TRINITY_DN196181_c0_g1_i1	TRINITY_DN19631_c0_g1_i5
TRINITY_DN19619_c0_g1_i1	TRINITY_DN19631_c0_g2_i1
TRINITY_DN1961_c0_g1_i3	TRINITY_DN19632_c1_g1_i1
TRINITY_DN1961_c0_g1_i5	TRINITY_DN196344_c0_g3_i1
TRINITY_DN19621_c0_g1_i1	TRINITY_DN19634_c0_g2_i3
TRINITY_DN19621_c0_g3_i1	TRINITY_DN19634_c2_g1_i1
TRINITY_DN19624_c1_g2_i1	TRINITY_DN19634_c2_g2_i1
TRINITY_DN196282_c0_g1_i1	TRINITY_DN19634_c3_g1_i1
TRINITY_DN196284_c0_g1_i1	TRINITY_DN196359_c0_g1_i1
TRINITY_DN19628_c1_g1_i5	TRINITY_DN19637_c0_g2_i1
TRINITY_DN1962_c0_g1_i2	TRINITY_DN19637_c0_g2_i7
TRINITY_DN1962_c0_g2_i2	TRINITY_DN19637_c0_g2_i8
TRINITY_DN1962_c1_g1_i2	TRINITY_DN19637_c1_g1_i2
TRINITY_DN1962_c1_g2_i1	TRINITY_DN19637_c1_g1_i3
TRINITY_DN1962_c1_g5_i1	TRINITY_DN196393_c0_g1_i1
TRINITY_DN1962_c1_g6_i1	TRINITY_DN196393_c2_g1_i1
TRINITY_DN196314_c0_g1_i1	TRINITY_DN1963_c0_g1_i2
TRINITY_DN196317_c0_g1_i1	TRINITY_DN196408_c0_g1_i1
TRINITY_DN19631_c0_g1_i4	TRINITY_DN196419_c1_g2_i1
TRINITY_DN19631_c0_g1_i6	TRINITY_DN19641_c0_g2_i1
TRINITY_DN19631_c4_g1_i1	TRINITY_DN19643_c0_g1_i4
TRINITY_DN19632_c0_g1_i1	TRINITY_DN196442_c0_g1_i1
TRINITY_DN19632_c0_g1_i2	TRINITY_DN19647_c0_g1_i1
TRINITY_DN19632_c0_g1_i3	TRINITY_DN19648_c0_g1_i1
TRINITY_DN196344_c4_g1_i1	TRINITY_DN196498_c0_g1_i2
TRINITY_DN19634_c4_g1_i1	TRINITY_DN19652_c0_g1_i4
TRINITY_DN19634_c5_g1_i1	TRINITY_DN196542_c0_g1_i1
TRINITY_DN196355_c0_g1_i2	TRINITY_DN196542_c0_g2_i1
TRINITY_DN19637_c0_g2_i2	TRINITY_DN196558_c0_g2_i1
TRINITY_DN19637_c0_g2_i3	TRINITY_DN1965_c0_g2_i3
TRINITY_DN19638_c1_g1_i1	TRINITY_DN1965_c11_g1_i1
TRINITY_DN19639_c0_g1_i1	TRINITY_DN1965_c1_g1_i4
TRINITY_DN196419_c1_g3_i1	TRINITY_DN1965_c1_g1_i6
TRINITY_DN19641_c0_g1_i1	TRINITY_DN1965_c2_g1_i10
TRINITY_DN19643_c0_g1_i1	TRINITY_DN1965_c2_g1_i3
TRINITY_DN196453_c0_g1_i1	TRINITY_DN1965_c2_g1_i4
TRINITY_DN196533_c0_g1_i1	TRINITY_DN19662_c0_g1_i1
TRINITY_DN196568_c0_g1_i1	TRINITY_DN19662_c0_g1_i2
TRINITY_DN1965_c0_g1_i1	TRINITY_DN19662_c0_g1_i3
TRINITY_DN1965_c0_g2_i1	TRINITY_DN19662_c0_g1_i4
TRINITY_DN1965_c1_g1_i1	TRINITY_DN196631_c0_g1_i2
TRINITY_DN19661_c0_g1_i1	TRINITY_DN19666_c0_g1_i1
TRINITY_DN196636_c0_g1_i2	TRINITY_DN196670_c0_g1_i1
TRINITY_DN196654_c0_g1_i1	TRINITY_DN196688_c0_g2_i1
TRINITY_DN19665_c0_g1_i5	TRINITY_DN19676_c0_g3_i1
TRINITY_DN1966_c0_g1_i1	TRINITY_DN19676_c0_g4_i1
TRINITY_DN1966_c0_g1_i2	TRINITY_DN19677_c0_g1_i9
TRINITY_DN19670_c0_g1_i3	TRINITY_DN1967_c4_g1_i2
TRINITY_DN19670_c0_g1_i4	TRINITY_DN196800_c0_g1_i1
TRINITY_DN19670_c0_g1_i7	TRINITY_DN196878_c0_g1_i1
TRINITY_DN19674_c0_g1_i1	TRINITY_DN19687_c0_g1_i1
TRINITY_DN19675_c0_g1_i1	TRINITY_DN19691_c0_g1_i11
TRINITY_DN1967_c0_g1_i2	TRINITY_DN19691_c0_g1_i3
TRINITY_DN1967_c0_g2_i4	TRINITY_DN19691_c0_g1_i7
TRINITY_DN1967_c0_g2_i5	TRINITY_DN19694_c0_g2_i7
TRINITY_DN1967_c1_g1_i3	TRINITY_DN196963_c0_g1_i4
TRINITY_DN1967_c1_g1_i4	TRINITY_DN196963_c0_g1_i6
TRINITY_DN1967_c1_g1_i5	TRINITY_DN19698_c0_g4_i1
TRINITY_DN1967_c1_g1_i7	TRINITY_DN19699_c0_g1_i2
TRINITY_DN1967_c1_g2_i1	TRINITY_DN196_c0_g1_i8
TRINITY_DN1967_c1_g2_i3	TRINITY_DN196_c0_g3_i1
TRINITY_DN19681_c0_g1_i1	TRINITY_DN197009_c0_g1_i1
TRINITY_DN19682_c1_g1_i1	TRINITY_DN19701_c0_g1_i2
TRINITY_DN19682_c2_g1_i1	TRINITY_DN19701_c0_g2_i1
TRINITY_DN196870_c0_g1_i1	TRINITY_DN197029_c1_g1_i1
TRINITY_DN19688_c0_g1_i1	TRINITY_DN19702_c0_g1_i1
TRINITY_DN19691_c0_g1_i14	TRINITY_DN19704_c0_g1_i10
TRINITY_DN19691_c0_g1_i15	TRINITY_DN19704_c0_g1_i14
TRINITY_DN19691_c0_g1_i4	TRINITY_DN19704_c0_g1_i2
TRINITY_DN19691_c0_g1_i5	TRINITY_DN19704_c0_g1_i8
TRINITY_DN19692_c0_g2_i1	TRINITY_DN19704_c0_g1_i9
TRINITY_DN19692_c2_g1_i1	TRINITY_DN19705_c0_g1_i11
TRINITY_DN19694_c0_g2_i3	TRINITY_DN19705_c0_g1_i3
TRINITY_DN196963_c0_g3_i1	TRINITY_DN19705_c0_g1_i4
TRINITY_DN1969_c0_g3_i1	TRINITY_DN19706_c0_g1_i1
TRINITY_DN1969_c2_g1_i1	TRINITY_DN1970_c0_g1_i2
TRINITY_DN196_c0_g1_i2	TRINITY_DN1970_c0_g1_i5
TRINITY_DN197010_c0_g1_i1	TRINITY_DN1970_c0_g1_i6
TRINITY_DN19702_c0_g2_i3	TRINITY_DN1970_c0_g2_i2
TRINITY_DN19704_c0_g1_i6	TRINITY_DN19712_c0_g1_i1
TRINITY_DN197064_c0_g1_i1	TRINITY_DN19714_c1_g1_i1
TRINITY_DN19707_c0_g1_i2	TRINITY_DN19715_c0_g1_i2
TRINITY_DN19707_c0_g2_i1	TRINITY_DN19717_c0_g1_i2
TRINITY_DN19710_c0_g1_i1	TRINITY_DN19717_c0_g1_i3
TRINITY_DN197111_c0_g1_i1	TRINITY_DN19717_c0_g1_i4
TRINITY_DN19712_c0_g2_i1	TRINITY_DN19717_c0_g1_i6
TRINITY_DN19712_c0_g3_i1	TRINITY_DN19717_c0_g2_i1
TRINITY_DN19712_c0_g4_i1	TRINITY_DN197194_c0_g1_i1
TRINITY_DN19717_c0_g1_i5	TRINITY_DN197196_c0_g1_i1
TRINITY_DN19717_c0_g4_i1	TRINITY_DN197208_c0_g2_i3
TRINITY_DN1971_c0_g1_i1	TRINITY_DN19720_c0_g1_i2
TRINITY_DN1971_c0_g1_i3	TRINITY_DN19720_c1_g1_i1
TRINITY_DN197212_c0_g1_i1	TRINITY_DN19720_c1_g2_i1
TRINITY_DN19721_c0_g1_i1	TRINITY_DN197212_c0_g1_i2
TRINITY_DN19722_c0_g1_i1	TRINITY_DN19726_c0_g1_i2
TRINITY_DN19722_c0_g1_i2	TRINITY_DN19727_c0_g1_i7
TRINITY_DN19725_c0_g1_i1	TRINITY_DN197330_c0_g1_i1
TRINITY_DN19727_c0_g1_i3	TRINITY_DN19735_c0_g2_i2
TRINITY_DN19727_c0_g1_i5	TRINITY_DN19735_c0_g3_i1
TRINITY_DN19728_c0_g3_i1	TRINITY_DN19735_c0_g8_i1
TRINITY_DN19728_c1_g1_i1	TRINITY_DN19739_c0_g1_i1
TRINITY_DN197296_c0_g1_i2	TRINITY_DN1973_c0_g1_i2
TRINITY_DN197296_c1_g1_i1	TRINITY_DN1973_c0_g1_i3
TRINITY_DN197296_c1_g1_i2	TRINITY_DN1973_c0_g1_i4
TRINITY_DN19733_c0_g1_i1	TRINITY_DN1973_c0_g1_i6
TRINITY_DN19735_c0_g1_i1	TRINITY_DN1973_c0_g1_i8
TRINITY_DN19737_c0_g1_i1	TRINITY_DN1973_c0_g2_i1
TRINITY_DN19737_c0_g2_i5	TRINITY_DN19740_c0_g1_i1
TRINITY_DN19738_c0_g1_i1	TRINITY_DN19740_c0_g1_i2
TRINITY_DN1973_c0_g1_i5	TRINITY_DN19744_c0_g1_i1
TRINITY_DN1973_c0_g1_i7	TRINITY_DN19746_c0_g1_i10
TRINITY_DN1973_c0_g1_i9	TRINITY_DN19746_c0_g1_i14
TRINITY_DN197400_c0_g1_i1	TRINITY_DN19746_c0_g1_i8
TRINITY_DN197401_c0_g1_i1	TRINITY_DN19747_c0_g1_i2
TRINITY_DN197402_c0_g1_i2	TRINITY_DN19747_c0_g1_i3
TRINITY_DN19740_c0_g2_i1	TRINITY_DN19747_c0_g1_i5
TRINITY_DN19740_c4_g1_i1	TRINITY_DN1974_c0_g2_i2
TRINITY_DN197412_c0_g2_i1	TRINITY_DN1974_c2_g1_i1
TRINITY_DN19741_c0_g2_i1	TRINITY_DN19750_c0_g1_i2
TRINITY_DN197442_c0_g1_i1	TRINITY_DN197537_c0_g2_i1
TRINITY_DN19744_c1_g5_i1	TRINITY_DN197538_c2_g1_i1
TRINITY_DN197465_c0_g1_i1	TRINITY_DN19758_c0_g1_i4
TRINITY_DN19746_c0_g1_i17	TRINITY_DN19758_c0_g1_i5
TRINITY_DN19746_c0_g1_i6	TRINITY_DN1975_c0_g1_i1
TRINITY_DN19749_c0_g1_i1	TRINITY_DN197608_c0_g1_i1
TRINITY_DN1974_c0_g2_i3	TRINITY_DN19765_c0_g1_i1
TRINITY_DN19751_c0_g1_i11	TRINITY_DN19765_c0_g3_i1
TRINITY_DN197538_c0_g1_i2	TRINITY_DN1976_c0_g2_i16
TRINITY_DN197558_c0_g1_i1	TRINITY_DN1976_c0_g2_i24
TRINITY_DN19758_c0_g1_i2	TRINITY_DN1976_c0_g2_i5
TRINITY_DN19758_c0_g1_i3	TRINITY_DN1976_c0_g2_i9
TRINITY_DN19758_c0_g2_i2	TRINITY_DN19772_c0_g1_i1
TRINITY_DN1975_c0_g2_i1	TRINITY_DN19772_c0_g1_i2
TRINITY_DN19760_c0_g1_i2	TRINITY_DN19774_c0_g1_i1
TRINITY_DN19760_c1_g1_i1	TRINITY_DN19776_c1_g1_i1
TRINITY_DN19764_c0_g1_i1	TRINITY_DN19777_c1_g1_i3
TRINITY_DN19765_c0_g2_i1	TRINITY_DN1977_c0_g3_i1
TRINITY_DN19767_c0_g1_i2	TRINITY_DN1977_c0_g5_i1
TRINITY_DN19769_c0_g1_i1	TRINITY_DN197831_c0_g1_i1
TRINITY_DN1976_c0_g2_i12	TRINITY_DN197831_c0_g1_i2
TRINITY_DN1976_c0_g2_i15	TRINITY_DN19787_c0_g1_i3
TRINITY_DN1976_c0_g3_i1	TRINITY_DN197900_c0_g1_i3
TRINITY_DN19775_c0_g1_i1	TRINITY_DN19796_c0_g1_i1
TRINITY_DN19779_c3_g1_i2	TRINITY_DN19799_c0_g3_i2
TRINITY_DN19779_c3_g2_i1	TRINITY_DN19799_c0_g3_i3
TRINITY_DN1977_c1_g2_i1	TRINITY_DN1979_c0_g1_i2
TRINITY_DN197802_c2_g1_i1	TRINITY_DN1979_c0_g1_i7
TRINITY_DN197809_c0_g1_i1	TRINITY_DN1979_c0_g1_i9
TRINITY_DN197818_c0_g1_i3	TRINITY_DN1979_c0_g2_i1
TRINITY_DN19784_c0_g4_i1	TRINITY_DN1979_c0_g2_i2
TRINITY_DN197873_c0_g1_i4	TRINITY_DN1979_c0_g2_i4
TRINITY_DN19788_c0_g1_i7	TRINITY_DN1979_c0_g2_i5
TRINITY_DN19788_c0_g1_i8	TRINITY_DN1979_c1_g1_i2
TRINITY_DN19788_c0_g2_i1	TRINITY_DN197_c0_g2_i2
TRINITY_DN1978_c1_g1_i2	TRINITY_DN197_c1_g1_i1
TRINITY_DN1978_c1_g1_i3	TRINITY_DN197_c1_g1_i2
TRINITY_DN19794_c0_g1_i1	TRINITY_DN197_c1_g1_i3
TRINITY_DN19795_c0_g1_i2	TRINITY_DN197_c1_g1_i4
TRINITY_DN19795_c1_g1_i1	TRINITY_DN197_c1_g1_i5
TRINITY_DN19797_c0_g1_i3	TRINITY_DN19801_c0_g1_i1
TRINITY_DN19798_c0_g1_i1	TRINITY_DN19805_c0_g1_i2
TRINITY_DN19799_c0_g1_i2	TRINITY_DN19806_c0_g1_i1
TRINITY_DN19799_c0_g1_i3	TRINITY_DN19806_c0_g1_i2
TRINITY_DN1979_c0_g1_i1	TRINITY_DN19806_c1_g1_i2
TRINITY_DN1979_c0_g1_i4	TRINITY_DN19806_c3_g1_i2
TRINITY_DN1979_c0_g3_i2	TRINITY_DN198070_c0_g1_i1
TRINITY_DN197_c0_g1_i1	TRINITY_DN198075_c0_g1_i2
TRINITY_DN197_c1_g2_i1	TRINITY_DN19807_c0_g1_i3
