C0-V (29697 genes)	C1-V (28578 genes)
TRINITY_DN7847_c0_g2_i1	TRINITY_DN8578_c0_g1_i25
TRINITY_DN7847_c1_g1_i1	TRINITY_DN8578_c0_g1_i29
TRINITY_DN78483_c0_g2_i1	TRINITY_DN8578_c0_g1_i4
TRINITY_DN784_c0_g3_i2	TRINITY_DN8578_c0_g1_i7
TRINITY_DN784_c1_g2_i2	TRINITY_DN8578_c0_g1_i9
TRINITY_DN784_c1_g2_i6	TRINITY_DN8578_c0_g3_i1
TRINITY_DN7850_c0_g1_i2	TRINITY_DN857_c0_g1_i8
TRINITY_DN7850_c0_g1_i3	TRINITY_DN857_c3_g1_i1
TRINITY_DN7852_c0_g1_i3	TRINITY_DN85822_c0_g1_i4
TRINITY_DN7853_c0_g1_i1	TRINITY_DN85823_c0_g1_i7
TRINITY_DN7856_c0_g1_i2	TRINITY_DN85824_c0_g1_i1
TRINITY_DN7856_c0_g1_i3	TRINITY_DN85841_c0_g1_i2
TRINITY_DN7857_c0_g2_i1	TRINITY_DN8585_c0_g1_i2
TRINITY_DN78586_c0_g1_i2	TRINITY_DN8587_c1_g1_i1
TRINITY_DN7858_c0_g1_i2	TRINITY_DN85881_c0_g4_i1
TRINITY_DN7858_c0_g4_i2	TRINITY_DN858_c0_g1_i2
TRINITY_DN7859_c1_g1_i1	TRINITY_DN85916_c0_g1_i2
TRINITY_DN7860_c0_g3_i1	TRINITY_DN8593_c0_g1_i3
TRINITY_DN7861_c5_g1_i1	TRINITY_DN8596_c0_g1_i13
TRINITY_DN7862_c0_g1_i1	TRINITY_DN8597_c0_g1_i2
TRINITY_DN7865_c0_g1_i1	TRINITY_DN8597_c0_g3_i1
TRINITY_DN78665_c0_g1_i3	TRINITY_DN85985_c0_g1_i1
TRINITY_DN7866_c0_g1_i1	TRINITY_DN85987_c0_g1_i1
TRINITY_DN78673_c0_g2_i1	TRINITY_DN85_c0_g1_i3
TRINITY_DN78688_c0_g1_i7	TRINITY_DN85_c0_g1_i4
TRINITY_DN7868_c0_g1_i4	TRINITY_DN85_c0_g1_i5
TRINITY_DN7868_c0_g2_i4	TRINITY_DN85_c0_g1_i9
TRINITY_DN786_c0_g1_i1	TRINITY_DN86005_c0_g1_i1
TRINITY_DN786_c0_g1_i12	TRINITY_DN86005_c0_g1_i4
TRINITY_DN786_c0_g1_i13	TRINITY_DN8601_c0_g1_i2
TRINITY_DN786_c0_g1_i19	TRINITY_DN8601_c0_g1_i4
TRINITY_DN786_c0_g1_i20	TRINITY_DN86037_c0_g2_i1
TRINITY_DN786_c3_g1_i2	TRINITY_DN86041_c0_g1_i1
TRINITY_DN78729_c0_g1_i4	TRINITY_DN86041_c0_g2_i1
TRINITY_DN7874_c0_g1_i2	TRINITY_DN8604_c0_g2_i1
TRINITY_DN7874_c0_g1_i3	TRINITY_DN8605_c0_g1_i1
TRINITY_DN78763_c0_g2_i4	TRINITY_DN8606_c0_g2_i1
TRINITY_DN7876_c0_g1_i1	TRINITY_DN8606_c2_g1_i1
TRINITY_DN7876_c0_g1_i16	TRINITY_DN86092_c0_g1_i3
TRINITY_DN7876_c0_g1_i20	TRINITY_DN860_c0_g1_i6
TRINITY_DN7876_c0_g1_i26	TRINITY_DN86125_c0_g1_i8
TRINITY_DN7876_c0_g1_i8	TRINITY_DN86128_c0_g1_i9
TRINITY_DN78770_c0_g1_i2	TRINITY_DN86139_c0_g1_i1
TRINITY_DN78770_c0_g1_i4	TRINITY_DN8613_c0_g1_i1
TRINITY_DN78770_c0_g1_i5	TRINITY_DN86142_c0_g1_i1
TRINITY_DN78770_c0_g1_i6	TRINITY_DN8616_c6_g1_i1
TRINITY_DN7877_c0_g1_i2	TRINITY_DN86173_c0_g1_i1
TRINITY_DN7877_c0_g1_i4	TRINITY_DN8617_c0_g1_i2
TRINITY_DN7877_c0_g3_i5	TRINITY_DN8617_c1_g2_i1
TRINITY_DN7879_c0_g1_i3	TRINITY_DN8617_c1_g3_i1
TRINITY_DN78804_c0_g1_i1	TRINITY_DN8617_c2_g2_i1
TRINITY_DN7883_c0_g1_i1	TRINITY_DN86183_c0_g2_i1
TRINITY_DN7883_c0_g1_i3	TRINITY_DN86188_c0_g1_i3
TRINITY_DN7883_c0_g1_i4	TRINITY_DN8618_c0_g1_i11
TRINITY_DN7885_c0_g1_i4	TRINITY_DN8618_c0_g1_i4
TRINITY_DN7885_c0_g1_i7	TRINITY_DN861_c0_g4_i11
TRINITY_DN7887_c0_g1_i13	TRINITY_DN861_c0_g4_i6
TRINITY_DN7889_c0_g1_i3	TRINITY_DN861_c1_g1_i1
TRINITY_DN788_c0_g1_i1	TRINITY_DN8621_c0_g1_i2
TRINITY_DN788_c0_g1_i10	TRINITY_DN8621_c1_g1_i4
TRINITY_DN788_c0_g1_i2	TRINITY_DN8621_c1_g1_i8
TRINITY_DN788_c0_g1_i6	TRINITY_DN8623_c0_g1_i3
TRINITY_DN788_c0_g2_i1	TRINITY_DN8623_c1_g1_i1
TRINITY_DN788_c2_g1_i2	TRINITY_DN8623_c1_g1_i2
TRINITY_DN788_c2_g1_i3	TRINITY_DN8623_c1_g1_i3
TRINITY_DN788_c2_g1_i6	TRINITY_DN8623_c1_g1_i4
TRINITY_DN7891_c0_g1_i1	TRINITY_DN8624_c0_g1_i1
TRINITY_DN7891_c1_g1_i1	TRINITY_DN8625_c0_g1_i7
TRINITY_DN78927_c3_g1_i1	TRINITY_DN8625_c0_g3_i2
TRINITY_DN7892_c0_g1_i11	TRINITY_DN8625_c1_g1_i2
TRINITY_DN78985_c0_g2_i2	TRINITY_DN8625_c1_g2_i1
TRINITY_DN7898_c1_g1_i1	TRINITY_DN8626_c0_g1_i2
TRINITY_DN789_c0_g1_i1	TRINITY_DN8627_c0_g2_i2
TRINITY_DN789_c1_g1_i1	TRINITY_DN8627_c0_g2_i4
TRINITY_DN789_c1_g2_i1	TRINITY_DN8627_c0_g2_i6
TRINITY_DN789_c1_g2_i3	TRINITY_DN86292_c0_g1_i3
TRINITY_DN789_c1_g2_i5	TRINITY_DN86299_c0_g1_i1
TRINITY_DN789_c1_g2_i7	TRINITY_DN8629_c0_g1_i5
TRINITY_DN789_c1_g2_i8	TRINITY_DN8629_c2_g1_i1
TRINITY_DN789_c1_g3_i1	TRINITY_DN862_c1_g1_i1
TRINITY_DN789_c2_g1_i3	TRINITY_DN86330_c0_g1_i3
TRINITY_DN78_c0_g1_i3	TRINITY_DN8633_c0_g1_i1
TRINITY_DN78_c0_g1_i5	TRINITY_DN86344_c0_g1_i1
TRINITY_DN78_c0_g2_i1	TRINITY_DN8634_c0_g1_i2
TRINITY_DN78_c10_g1_i1	TRINITY_DN8634_c0_g1_i7
TRINITY_DN78_c1_g1_i1	TRINITY_DN8635_c0_g1_i1
TRINITY_DN78_c2_g1_i1	TRINITY_DN86363_c0_g1_i1
TRINITY_DN78_c3_g1_i5	TRINITY_DN8637_c0_g2_i6
TRINITY_DN78_c5_g1_i1	TRINITY_DN8638_c0_g4_i1
TRINITY_DN78_c6_g1_i1	TRINITY_DN86396_c0_g1_i3
TRINITY_DN7900_c0_g3_i2	TRINITY_DN863_c1_g2_i6
TRINITY_DN7900_c0_g3_i5	TRINITY_DN863_c1_g2_i8
TRINITY_DN79033_c0_g1_i1	TRINITY_DN863_c4_g1_i1
TRINITY_DN79033_c1_g1_i1	TRINITY_DN863_c6_g2_i2
TRINITY_DN7905_c0_g2_i1	TRINITY_DN8640_c0_g1_i7
TRINITY_DN7905_c0_g2_i3	TRINITY_DN8641_c0_g2_i1
TRINITY_DN7905_c0_g2_i4	TRINITY_DN8641_c0_g3_i1
TRINITY_DN7905_c0_g2_i5	TRINITY_DN8642_c0_g1_i10
TRINITY_DN7905_c0_g2_i7	TRINITY_DN8642_c0_g1_i11
TRINITY_DN7905_c0_g2_i8	TRINITY_DN8642_c0_g1_i7
TRINITY_DN7905_c0_g3_i1	TRINITY_DN86432_c0_g3_i1
TRINITY_DN7905_c1_g1_i2	TRINITY_DN86439_c0_g1_i2
TRINITY_DN7906_c0_g1_i1	TRINITY_DN86440_c1_g1_i1
TRINITY_DN7908_c0_g1_i1	TRINITY_DN86452_c0_g1_i1
TRINITY_DN7909_c0_g1_i1	TRINITY_DN8645_c0_g1_i4
TRINITY_DN7909_c0_g1_i10	TRINITY_DN8646_c0_g1_i1
TRINITY_DN7909_c0_g1_i2	TRINITY_DN8646_c0_g3_i2
TRINITY_DN7909_c0_g1_i5	TRINITY_DN8646_c1_g1_i2
TRINITY_DN7909_c0_g1_i6	TRINITY_DN86482_c1_g2_i1
TRINITY_DN790_c0_g1_i2	TRINITY_DN8648_c0_g1_i3
TRINITY_DN790_c0_g1_i8	TRINITY_DN8649_c0_g1_i5
TRINITY_DN790_c0_g2_i2	TRINITY_DN864_c0_g2_i1
TRINITY_DN790_c0_g2_i3	TRINITY_DN864_c0_g2_i4
TRINITY_DN790_c0_g2_i6	TRINITY_DN864_c1_g1_i7
TRINITY_DN790_c0_g2_i7	TRINITY_DN864_c2_g1_i9
TRINITY_DN790_c0_g2_i9	TRINITY_DN864_c2_g2_i6
TRINITY_DN7910_c0_g1_i6	TRINITY_DN864_c5_g1_i1
TRINITY_DN7912_c0_g1_i1	TRINITY_DN86517_c0_g1_i1
TRINITY_DN79133_c0_g2_i2	TRINITY_DN8652_c0_g1_i1
TRINITY_DN79139_c0_g1_i3	TRINITY_DN8652_c0_g1_i2
TRINITY_DN79139_c0_g1_i6	TRINITY_DN8653_c1_g2_i1
TRINITY_DN7913_c0_g1_i1	TRINITY_DN8658_c0_g2_i1
TRINITY_DN7913_c0_g1_i2	TRINITY_DN8658_c0_g3_i2
TRINITY_DN7913_c1_g1_i2	TRINITY_DN8658_c0_g3_i3
TRINITY_DN79186_c0_g1_i1	TRINITY_DN8658_c0_g3_i5
TRINITY_DN791_c0_g1_i2	TRINITY_DN8658_c1_g1_i2
TRINITY_DN791_c0_g1_i4	TRINITY_DN865_c0_g1_i2
TRINITY_DN791_c0_g2_i4	TRINITY_DN865_c1_g1_i1
TRINITY_DN791_c0_g3_i1	TRINITY_DN865_c1_g1_i12
TRINITY_DN791_c0_g3_i2	TRINITY_DN865_c1_g1_i6
TRINITY_DN7920_c2_g1_i4	TRINITY_DN865_c2_g1_i1
TRINITY_DN7920_c2_g1_i5	TRINITY_DN8662_c0_g1_i2
TRINITY_DN7920_c2_g1_i6	TRINITY_DN86639_c1_g2_i1
TRINITY_DN7920_c2_g1_i7	TRINITY_DN8663_c0_g2_i7
TRINITY_DN79229_c3_g1_i1	TRINITY_DN8663_c4_g1_i1
TRINITY_DN7923_c1_g1_i12	TRINITY_DN8664_c0_g1_i1
TRINITY_DN7923_c1_g1_i5	TRINITY_DN8664_c0_g1_i2
TRINITY_DN7923_c1_g2_i1	TRINITY_DN86651_c0_g1_i1
TRINITY_DN79251_c2_g2_i1	TRINITY_DN86651_c0_g2_i1
TRINITY_DN79282_c0_g1_i3	TRINITY_DN86664_c0_g1_i2
TRINITY_DN79288_c0_g3_i1	TRINITY_DN8667_c0_g1_i8
TRINITY_DN7928_c0_g1_i4	TRINITY_DN8667_c0_g1_i9
TRINITY_DN7928_c0_g2_i1	TRINITY_DN8667_c0_g3_i1
TRINITY_DN7928_c0_g3_i2	TRINITY_DN8667_c1_g1_i1
TRINITY_DN7928_c0_g3_i4	TRINITY_DN8668_c0_g1_i1
TRINITY_DN7928_c0_g4_i1	TRINITY_DN8668_c0_g2_i1
TRINITY_DN792_c0_g1_i1	TRINITY_DN866_c3_g1_i1
TRINITY_DN792_c0_g1_i2	TRINITY_DN86707_c0_g1_i2
TRINITY_DN792_c0_g1_i3	TRINITY_DN86708_c0_g1_i6
TRINITY_DN792_c0_g1_i4	TRINITY_DN8670_c0_g3_i1
TRINITY_DN792_c0_g1_i5	TRINITY_DN86732_c1_g1_i1
TRINITY_DN792_c0_g2_i3	TRINITY_DN8673_c0_g1_i9
TRINITY_DN792_c1_g1_i1	TRINITY_DN86747_c0_g1_i1
TRINITY_DN79302_c1_g1_i3	TRINITY_DN86747_c0_g2_i2
TRINITY_DN7930_c0_g1_i15	TRINITY_DN86751_c0_g1_i4
TRINITY_DN7930_c0_g1_i19	TRINITY_DN86757_c0_g1_i1
TRINITY_DN7930_c0_g1_i3	TRINITY_DN8677_c0_g1_i2
TRINITY_DN7930_c0_g1_i5	TRINITY_DN8678_c1_g1_i2
TRINITY_DN7930_c0_g1_i8	TRINITY_DN8679_c0_g1_i5
TRINITY_DN79316_c0_g1_i1	TRINITY_DN867_c0_g1_i1
TRINITY_DN79316_c0_g1_i5	TRINITY_DN867_c0_g1_i3
TRINITY_DN7932_c0_g1_i3	TRINITY_DN867_c0_g1_i5
TRINITY_DN7933_c0_g1_i1	TRINITY_DN867_c0_g1_i6
TRINITY_DN7936_c0_g1_i8	TRINITY_DN867_c1_g2_i1
TRINITY_DN7937_c0_g1_i7	TRINITY_DN867_c5_g1_i1
TRINITY_DN7937_c1_g1_i1	TRINITY_DN8680_c0_g2_i4
TRINITY_DN79388_c0_g1_i1	TRINITY_DN8681_c0_g1_i2
TRINITY_DN7938_c0_g1_i2	TRINITY_DN8681_c0_g1_i8
TRINITY_DN7938_c0_g1_i7	TRINITY_DN8681_c1_g1_i4
TRINITY_DN7941_c1_g1_i1	TRINITY_DN8681_c1_g3_i1
TRINITY_DN7942_c0_g1_i1	TRINITY_DN8683_c0_g1_i10
TRINITY_DN7942_c0_g1_i4	TRINITY_DN8684_c1_g1_i1
TRINITY_DN7942_c1_g1_i2	TRINITY_DN86858_c0_g1_i1
TRINITY_DN7943_c0_g2_i3	TRINITY_DN8685_c0_g1_i2
TRINITY_DN7944_c0_g2_i1	TRINITY_DN8685_c0_g1_i5
TRINITY_DN7944_c0_g3_i2	TRINITY_DN8685_c0_g1_i7
TRINITY_DN7944_c0_g3_i3	TRINITY_DN8686_c0_g2_i6
TRINITY_DN79469_c0_g1_i1	TRINITY_DN86874_c0_g3_i2
TRINITY_DN79471_c0_g1_i1	TRINITY_DN8687_c0_g1_i3
TRINITY_DN7947_c0_g1_i2	TRINITY_DN8687_c0_g1_i5
TRINITY_DN79491_c0_g1_i1	TRINITY_DN86885_c0_g1_i1
TRINITY_DN79495_c1_g1_i2	TRINITY_DN8688_c0_g1_i7
TRINITY_DN79497_c0_g1_i7	TRINITY_DN8688_c0_g3_i1
TRINITY_DN794_c0_g1_i12	TRINITY_DN868_c0_g2_i3
TRINITY_DN7951_c0_g1_i2	TRINITY_DN868_c0_g2_i9
TRINITY_DN7951_c1_g1_i1	TRINITY_DN868_c1_g1_i6
TRINITY_DN79528_c0_g1_i3	TRINITY_DN86903_c0_g1_i1
TRINITY_DN79528_c0_g1_i4	TRINITY_DN86903_c1_g3_i1
TRINITY_DN79529_c0_g1_i4	TRINITY_DN8690_c0_g4_i1
TRINITY_DN7954_c1_g1_i8	TRINITY_DN8691_c0_g1_i1
TRINITY_DN79561_c0_g1_i1	TRINITY_DN8692_c0_g1_i5
TRINITY_DN7956_c0_g1_i1	TRINITY_DN86930_c0_g1_i3
TRINITY_DN795_c0_g2_i2	TRINITY_DN86930_c0_g1_i6
TRINITY_DN795_c0_g2_i3	TRINITY_DN8693_c0_g1_i1
TRINITY_DN795_c0_g3_i1	TRINITY_DN8693_c1_g2_i1
TRINITY_DN795_c0_g4_i2	TRINITY_DN8694_c0_g1_i6
TRINITY_DN79601_c0_g1_i1	TRINITY_DN86966_c0_g2_i3
TRINITY_DN79601_c0_g1_i3	TRINITY_DN8696_c0_g1_i1
TRINITY_DN79601_c0_g1_i5	TRINITY_DN8696_c0_g1_i12
TRINITY_DN79601_c0_g2_i1	TRINITY_DN8696_c0_g1_i3
TRINITY_DN7960_c0_g1_i5	TRINITY_DN8696_c0_g2_i3
TRINITY_DN7961_c0_g1_i2	TRINITY_DN8696_c0_g2_i5
TRINITY_DN7961_c0_g1_i3	TRINITY_DN86972_c1_g1_i1
TRINITY_DN7961_c0_g1_i4	TRINITY_DN86972_c1_g2_i1
TRINITY_DN7962_c0_g1_i10	TRINITY_DN8698_c0_g1_i10
TRINITY_DN7962_c0_g1_i5	TRINITY_DN869_c0_g1_i6
TRINITY_DN7962_c0_g1_i6	TRINITY_DN86_c0_g1_i2
TRINITY_DN7962_c0_g1_i9	TRINITY_DN86_c0_g2_i2
TRINITY_DN79646_c0_g1_i1	TRINITY_DN86_c0_g3_i1
TRINITY_DN7966_c0_g1_i2	TRINITY_DN86_c1_g1_i1
TRINITY_DN7966_c0_g1_i4	TRINITY_DN86_c1_g1_i2
TRINITY_DN79675_c3_g1_i1	TRINITY_DN86_c1_g1_i4
TRINITY_DN79688_c1_g2_i1	TRINITY_DN87006_c1_g1_i3
TRINITY_DN7968_c0_g1_i6	TRINITY_DN8700_c0_g1_i1
TRINITY_DN7969_c0_g3_i1	TRINITY_DN8701_c0_g1_i1
TRINITY_DN796_c0_g1_i2	TRINITY_DN8702_c0_g1_i3
TRINITY_DN796_c0_g2_i15	TRINITY_DN8703_c0_g2_i2
TRINITY_DN796_c0_g2_i4	TRINITY_DN8703_c0_g2_i9
TRINITY_DN796_c1_g2_i1	TRINITY_DN87063_c1_g1_i4
TRINITY_DN7970_c0_g1_i2	TRINITY_DN87072_c0_g3_i1
TRINITY_DN7970_c0_g1_i3	TRINITY_DN8707_c1_g1_i1
TRINITY_DN7971_c0_g1_i2	TRINITY_DN8707_c1_g2_i1
TRINITY_DN79724_c0_g1_i12	TRINITY_DN8709_c0_g1_i4
TRINITY_DN79728_c0_g1_i4	TRINITY_DN87103_c0_g2_i5
TRINITY_DN79728_c1_g1_i1	TRINITY_DN8712_c0_g1_i1
TRINITY_DN7972_c0_g2_i2	TRINITY_DN8713_c0_g1_i2
TRINITY_DN7976_c0_g1_i3	TRINITY_DN8713_c0_g3_i1
TRINITY_DN7976_c0_g1_i7	TRINITY_DN87146_c1_g2_i2
TRINITY_DN7978_c0_g1_i1	TRINITY_DN8714_c0_g1_i3
TRINITY_DN79798_c0_g1_i6	TRINITY_DN87187_c0_g3_i1
TRINITY_DN7979_c0_g1_i1	TRINITY_DN8718_c0_g1_i5
TRINITY_DN7979_c0_g1_i4	TRINITY_DN871_c0_g2_i2
TRINITY_DN7979_c0_g1_i8	TRINITY_DN871_c0_g2_i3
TRINITY_DN797_c0_g2_i1	TRINITY_DN871_c4_g1_i2
TRINITY_DN79808_c0_g1_i7	TRINITY_DN8720_c0_g1_i5
TRINITY_DN7985_c0_g1_i1	TRINITY_DN87224_c2_g1_i2
TRINITY_DN7985_c1_g2_i1	TRINITY_DN8723_c0_g1_i22
TRINITY_DN79868_c0_g2_i4	TRINITY_DN8723_c0_g1_i4
TRINITY_DN7986_c0_g1_i2	TRINITY_DN87248_c0_g1_i2
TRINITY_DN7988_c0_g1_i8	TRINITY_DN87261_c0_g1_i1
TRINITY_DN7989_c0_g1_i1	TRINITY_DN87269_c0_g1_i4
TRINITY_DN7989_c1_g1_i1	TRINITY_DN87269_c0_g1_i7
TRINITY_DN798_c0_g1_i1	TRINITY_DN8726_c0_g1_i2
TRINITY_DN798_c0_g1_i3	TRINITY_DN8726_c0_g1_i8
TRINITY_DN79906_c1_g1_i1	TRINITY_DN8727_c0_g3_i6
TRINITY_DN7990_c0_g1_i13	TRINITY_DN87280_c0_g1_i3
TRINITY_DN79928_c0_g3_i6	TRINITY_DN872_c0_g1_i1
TRINITY_DN79928_c0_g3_i8	TRINITY_DN872_c1_g1_i2
TRINITY_DN7993_c0_g1_i1	TRINITY_DN872_c1_g1_i3
TRINITY_DN7993_c0_g1_i2	TRINITY_DN8730_c0_g1_i1
TRINITY_DN7993_c0_g1_i3	TRINITY_DN87311_c0_g1_i5
TRINITY_DN7993_c0_g1_i4	TRINITY_DN87315_c0_g2_i1
TRINITY_DN7994_c0_g1_i2	TRINITY_DN87333_c0_g1_i7
TRINITY_DN7995_c0_g1_i6	TRINITY_DN8738_c0_g1_i4
TRINITY_DN79963_c1_g1_i1	TRINITY_DN87393_c0_g1_i1
TRINITY_DN7996_c0_g1_i6	TRINITY_DN8739_c0_g2_i1
TRINITY_DN7996_c0_g1_i8	TRINITY_DN873_c0_g1_i5
TRINITY_DN7998_c0_g1_i1	TRINITY_DN873_c0_g3_i1
TRINITY_DN79_c1_g1_i3	TRINITY_DN8742_c0_g1_i7
TRINITY_DN79_c2_g1_i1	TRINITY_DN87432_c0_g1_i3
TRINITY_DN7_c1_g1_i10	TRINITY_DN87444_c0_g1_i1
TRINITY_DN7_c1_g1_i6	TRINITY_DN8744_c0_g1_i1
TRINITY_DN7_c1_g1_i8	TRINITY_DN8745_c0_g1_i3
TRINITY_DN7_c1_g1_i9	TRINITY_DN8746_c0_g3_i1
TRINITY_DN7_c2_g1_i16	TRINITY_DN8746_c1_g1_i1
TRINITY_DN7_c2_g1_i3	TRINITY_DN87476_c0_g1_i1
TRINITY_DN7_c2_g1_i7	TRINITY_DN87488_c0_g1_i1
TRINITY_DN7_c2_g1_i8	TRINITY_DN87490_c0_g1_i1
TRINITY_DN7_c3_g1_i3	TRINITY_DN87492_c3_g1_i1
TRINITY_DN7_c3_g1_i8	TRINITY_DN8753_c0_g2_i1
TRINITY_DN7_c3_g2_i2	TRINITY_DN8754_c0_g1_i2
TRINITY_DN8000_c0_g1_i1	TRINITY_DN8754_c0_g1_i6
TRINITY_DN8000_c0_g1_i2	TRINITY_DN8754_c0_g2_i3
TRINITY_DN8001_c2_g1_i4	TRINITY_DN87551_c0_g4_i1
TRINITY_DN8001_c2_g2_i1	TRINITY_DN8755_c0_g1_i9
TRINITY_DN80028_c0_g1_i7	TRINITY_DN8756_c0_g1_i1
TRINITY_DN8002_c0_g1_i1	TRINITY_DN8758_c0_g1_i7
TRINITY_DN8002_c0_g1_i3	TRINITY_DN875_c0_g1_i2
TRINITY_DN8002_c0_g3_i2	TRINITY_DN875_c0_g1_i3
TRINITY_DN8002_c0_g3_i5	TRINITY_DN875_c0_g1_i6
TRINITY_DN8002_c0_g3_i6	TRINITY_DN875_c0_g2_i1
TRINITY_DN8002_c0_g5_i1	TRINITY_DN875_c0_g2_i2
TRINITY_DN8002_c3_g1_i2	TRINITY_DN875_c1_g1_i27
TRINITY_DN8002_c3_g2_i3	TRINITY_DN875_c2_g1_i1
TRINITY_DN80034_c0_g1_i11	TRINITY_DN875_c2_g1_i2
TRINITY_DN8004_c0_g1_i11	TRINITY_DN875_c4_g1_i6
TRINITY_DN8004_c0_g1_i14	TRINITY_DN87619_c2_g1_i2
TRINITY_DN8004_c0_g1_i18	TRINITY_DN8763_c0_g2_i1
TRINITY_DN8004_c0_g1_i19	TRINITY_DN87657_c0_g1_i1
TRINITY_DN8004_c0_g1_i2	TRINITY_DN8765_c0_g1_i10
TRINITY_DN8006_c0_g2_i1	TRINITY_DN8765_c0_g1_i7
TRINITY_DN80084_c0_g1_i3	TRINITY_DN8765_c0_g1_i9
TRINITY_DN8009_c0_g1_i4	TRINITY_DN8765_c1_g1_i2
TRINITY_DN8009_c0_g3_i1	TRINITY_DN8767_c0_g1_i3
TRINITY_DN8013_c0_g1_i1	TRINITY_DN8767_c0_g1_i6
TRINITY_DN8013_c0_g1_i2	TRINITY_DN8767_c0_g1_i7
TRINITY_DN8013_c0_g1_i3	TRINITY_DN8767_c0_g1_i8
TRINITY_DN8013_c0_g1_i4	TRINITY_DN8767_c0_g2_i1
TRINITY_DN8013_c0_g1_i5	TRINITY_DN8769_c0_g1_i10
TRINITY_DN8013_c1_g1_i1	TRINITY_DN8769_c0_g1_i12
TRINITY_DN80140_c1_g3_i1	TRINITY_DN8769_c0_g1_i16
TRINITY_DN8015_c0_g1_i4	TRINITY_DN876_c0_g1_i11
TRINITY_DN8015_c0_g1_i8	TRINITY_DN876_c0_g1_i5
TRINITY_DN8015_c1_g1_i13	TRINITY_DN876_c0_g1_i7
TRINITY_DN80164_c3_g1_i1	TRINITY_DN87710_c0_g1_i1
TRINITY_DN80164_c4_g1_i1	TRINITY_DN8772_c0_g1_i4
TRINITY_DN8017_c0_g1_i13	TRINITY_DN87738_c0_g1_i1
TRINITY_DN8019_c0_g1_i1	TRINITY_DN8774_c0_g1_i2
TRINITY_DN8019_c0_g1_i2	TRINITY_DN8776_c0_g1_i2
TRINITY_DN8019_c1_g1_i1	TRINITY_DN8776_c0_g1_i6
TRINITY_DN801_c0_g1_i1	TRINITY_DN8777_c0_g5_i1
TRINITY_DN8021_c0_g1_i13	TRINITY_DN8778_c0_g1_i2
TRINITY_DN8021_c0_g1_i2	TRINITY_DN8778_c0_g1_i3
TRINITY_DN80221_c0_g1_i1	TRINITY_DN8778_c0_g1_i5
TRINITY_DN80221_c0_g1_i3	TRINITY_DN8778_c1_g2_i12
TRINITY_DN80240_c0_g1_i1	TRINITY_DN8778_c1_g3_i11
TRINITY_DN80267_c1_g1_i5	TRINITY_DN87798_c0_g3_i1
TRINITY_DN8027_c2_g1_i4	TRINITY_DN87798_c0_g4_i1
TRINITY_DN8028_c0_g1_i1	TRINITY_DN8780_c0_g2_i1
TRINITY_DN8028_c0_g2_i1	TRINITY_DN87833_c0_g1_i3
TRINITY_DN802_c0_g1_i3	TRINITY_DN87847_c0_g1_i3
TRINITY_DN80315_c0_g2_i2	TRINITY_DN8784_c0_g1_i1
TRINITY_DN8031_c2_g2_i1	TRINITY_DN8784_c0_g1_i3
TRINITY_DN8032_c0_g1_i3	TRINITY_DN8785_c0_g1_i3
TRINITY_DN80333_c0_g1_i2	TRINITY_DN8785_c0_g1_i5
TRINITY_DN8034_c0_g1_i1	TRINITY_DN8785_c0_g1_i8
TRINITY_DN8034_c0_g2_i3	TRINITY_DN8785_c1_g3_i1
TRINITY_DN8035_c0_g1_i4	TRINITY_DN87866_c5_g1_i1
TRINITY_DN80373_c0_g2_i1	TRINITY_DN8786_c0_g1_i3
TRINITY_DN80373_c0_g2_i2	TRINITY_DN87881_c0_g1_i7
TRINITY_DN80373_c0_g2_i3	TRINITY_DN878_c0_g1_i1
TRINITY_DN8037_c0_g1_i5	TRINITY_DN878_c0_g1_i11
TRINITY_DN8037_c2_g1_i1	TRINITY_DN878_c0_g1_i18
TRINITY_DN8039_c1_g1_i1	TRINITY_DN878_c0_g1_i23
TRINITY_DN803_c0_g1_i1	TRINITY_DN878_c0_g1_i27
TRINITY_DN803_c0_g1_i18	TRINITY_DN878_c1_g1_i3
TRINITY_DN803_c0_g1_i3	TRINITY_DN878_c2_g1_i1
TRINITY_DN803_c0_g1_i5	TRINITY_DN878_c2_g1_i2
TRINITY_DN803_c0_g1_i8	TRINITY_DN878_c2_g2_i4
TRINITY_DN803_c1_g1_i2	TRINITY_DN878_c2_g3_i2
TRINITY_DN80419_c0_g1_i1	TRINITY_DN878_c47_g1_i1
TRINITY_DN8045_c0_g1_i3	TRINITY_DN8790_c0_g1_i2
TRINITY_DN80463_c0_g2_i2	TRINITY_DN8791_c0_g1_i3
TRINITY_DN8046_c0_g1_i7	TRINITY_DN8791_c0_g3_i1
TRINITY_DN80474_c0_g1_i4	TRINITY_DN8794_c0_g1_i4
TRINITY_DN8048_c0_g1_i2	TRINITY_DN8794_c0_g2_i1
TRINITY_DN80496_c0_g1_i1	TRINITY_DN8795_c0_g1_i4
TRINITY_DN8049_c0_g2_i2	TRINITY_DN87979_c0_g2_i1
TRINITY_DN804_c0_g1_i3	TRINITY_DN8799_c1_g2_i1
TRINITY_DN804_c0_g1_i4	TRINITY_DN8799_c1_g3_i1
TRINITY_DN804_c1_g1_i4	TRINITY_DN879_c0_g1_i3
TRINITY_DN804_c1_g1_i5	TRINITY_DN87_c0_g2_i3
TRINITY_DN8051_c0_g2_i1	TRINITY_DN87_c0_g2_i4
